"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
67,153,"MOZ","Mozambique",7,"Nampula",67,"Mongincual","Distrito","District",NA,"Mogincual"
68,153,"MOZ","Mozambique",7,"Nampula",68,"Mossuril","Distrito","District",NA,NA
69,153,"MOZ","Mozambique",7,"Nampula",69,"Muecate","Distrito","District",NA,NA
70,153,"MOZ","Mozambique",7,"Nampula",70,"Murrupula","Distrito","District",NA,NA
71,153,"MOZ","Mozambique",7,"Nampula",71,"Nacala Velha","Distrito","District",NA,"Nacala-Velha"
72,153,"MOZ","Mozambique",7,"Nampula",72,"Namapa","Distrito","District",NA,NA
73,153,"MOZ","Mozambique",7,"Nampula",73,"Nampula","Distrito","District",NA,NA
74,153,"MOZ","Mozambique",7,"Nampula",74,"Ribaue","Distrito","District",NA,NA
75,153,"MOZ","Mozambique",8,"Nassa",75,"Cuamba","Distrito","District",NA,NA
76,153,"MOZ","Mozambique",8,"Nassa",76,"Lago Niassa","Water body","Water body",NA,NA
77,153,"MOZ","Mozambique",8,"Nassa",77,"Lago","Distrito","District",NA,NA
78,153,"MOZ","Mozambique",8,"Nassa",78,"Lichinga","Distrito","District",NA,NA
79,153,"MOZ","Mozambique",8,"Nassa",79,"Maúa","Distrito","District",NA,NA
80,153,"MOZ","Mozambique",8,"Nassa",80,"Majune","Distrito","District",NA,NA
81,153,"MOZ","Mozambique",8,"Nassa",81,"Mandimba","Distrito","District",NA,NA
82,153,"MOZ","Mozambique",8,"Nassa",82,"Marrupa","Distrito","District",NA,NA
83,153,"MOZ","Mozambique",8,"Nassa",83,"Mavago","Distrito","District",NA,NA
84,153,"MOZ","Mozambique",8,"Nassa",84,"Mecanhelas","Distrito","District",NA,NA
85,153,"MOZ","Mozambique",8,"Nassa",85,"Mecula","Distrito","District",NA,NA
86,153,"MOZ","Mozambique",8,"Nassa",86,"Metarica","Distrito","District",NA,NA
87,153,"MOZ","Mozambique",8,"Nassa",87,"Muembe","Distrito","District",NA,NA
88,153,"MOZ","Mozambique",8,"Nassa",88,"N'gauma","Distrito","District",NA,NA
89,153,"MOZ","Mozambique",8,"Nassa",89,"Nipepe","Distrito","District",NA,NA
90,153,"MOZ","Mozambique",8,"Nassa",90,"Sanga","Distrito","District",NA,NA
91,153,"MOZ","Mozambique",9,"Sofala",91,"Buzi","Distrito","District",NA,NA
92,153,"MOZ","Mozambique",9,"Sofala",92,"Caia","Distrito","District",NA,NA
93,153,"MOZ","Mozambique",9,"Sofala",93,"Chemba","Distrito","District",NA,NA
94,153,"MOZ","Mozambique",9,"Sofala",94,"Cheringoma","Distrito","District",NA,NA
95,153,"MOZ","Mozambique",9,"Sofala",95,"Chibabava","Distrito","District",NA,NA
96,153,"MOZ","Mozambique",9,"Sofala",96,"Dondo","Distrito","District",NA,NA
97,153,"MOZ","Mozambique",9,"Sofala",97,"Gorongosa","Distrito","District",NA,NA
98,153,"MOZ","Mozambique",9,"Sofala",98,"Machanga","Distrito","District",NA,NA
99,153,"MOZ","Mozambique",9,"Sofala",99,"Maringue","Distrito","District",NA,NA
100,153,"MOZ","Mozambique",9,"Sofala",100,"Marromeu","Distrito","District",NA,NA
101,153,"MOZ","Mozambique",9,"Sofala",101,"Muanza","Distrito","District",NA,NA
102,153,"MOZ","Mozambique",9,"Sofala",102,"Nhamatanda","Distrito","District",NA,NA
103,153,"MOZ","Mozambique",10,"Tete",103,"Angónia","Distrito","District",NA,NA
104,153,"MOZ","Mozambique",10,"Tete",104,"Cahora Bassa","Distrito","District",NA,"Cahora-Bassa"
105,153,"MOZ","Mozambique",10,"Tete",105,"Changara","Distrito","District",NA,NA
106,153,"MOZ","Mozambique",10,"Tete",106,"Chifunde","Distrito","District",NA,NA
107,153,"MOZ","Mozambique",10,"Tete",107,"Chiuta","Distrito","District",NA,NA
108,153,"MOZ","Mozambique",10,"Tete",108,"Macanga","Distrito","District",NA,NA
109,153,"MOZ","Mozambique",10,"Tete",109,"Magoe","Distrito","District",NA,NA
110,153,"MOZ","Mozambique",10,"Tete",110,"Maravia","Distrito","District",NA,NA
111,153,"MOZ","Mozambique",10,"Tete",111,"Moatize","Distrito","District",NA,NA
112,153,"MOZ","Mozambique",10,"Tete",112,"Mutarara","Distrito","District",NA,NA
113,153,"MOZ","Mozambique",10,"Tete",113,"Tsangano","Distrito","District",NA,NA
114,153,"MOZ","Mozambique",10,"Tete",114,"Zumbu","Distrito","District",NA,"Zumbo"
115,153,"MOZ","Mozambique",11,"Zambezia",115,"Alto Molocue","Distrito","District",NA,NA
116,153,"MOZ","Mozambique",11,"Zambezia",116,"Chinde","Distrito","District",NA,NA
117,153,"MOZ","Mozambique",11,"Zambezia",117,"Gile","Distrito","District",NA,NA
118,153,"MOZ","Mozambique",11,"Zambezia",118,"Gurue","Distrito","District",NA,NA
119,153,"MOZ","Mozambique",11,"Zambezia",119,"Ile","Distrito","District",NA,NA
120,153,"MOZ","Mozambique",11,"Zambezia",120,"Inhassunge","Distrito","District",NA,NA
121,153,"MOZ","Mozambique",11,"Zambezia",121,"Lugela","Distrito","District",NA,NA
122,153,"MOZ","Mozambique",11,"Zambezia",122,"Maganja da Costa","Distrito","District",NA,NA
123,153,"MOZ","Mozambique",11,"Zambezia",123,"Milange","Distrito","District",NA,NA
124,153,"MOZ","Mozambique",11,"Zambezia",124,"Mocuba","Distrito","District",NA,NA
125,153,"MOZ","Mozambique",11,"Zambezia",125,"Mopeia","Distrito","District",NA,NA
126,153,"MOZ","Mozambique",11,"Zambezia",126,"Morrumbala","Distrito","District",NA,NA
127,153,"MOZ","Mozambique",11,"Zambezia",127,"Namacurra","Distrito","District",NA,NA
128,153,"MOZ","Mozambique",11,"Zambezia",128,"Namarroi","Distrito","District",NA,"Namaroi"
129,153,"MOZ","Mozambique",11,"Zambezia",129,"Nicoadala","Distrito","District",NA,NA
130,153,"MOZ","Mozambique",11,"Zambezia",130,"Pebane","Distrito","District",NA,NA
